prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R25CW22923993,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040619,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 10㎟",m,1360,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923992,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040618,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 6㎟",m,810,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923991,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040617,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 4㎟",m,560,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923990,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040616,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 2.5㎟",m,338,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923989,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180171,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 150㎟",m,20542,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923988,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180170,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 120㎟",m,16861,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923987,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180169,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 95㎟",m,13346,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923986,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180166,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 70㎟",m,9612,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923985,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180165,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 50㎟",m,6837,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923984,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180164,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 35㎟",m,4609,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923983,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180163,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 25㎟",m,3500,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923982,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180162,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 16㎟",m,2197,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923981,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180161,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 10㎟",m,1360,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923980,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180160,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 6㎟",m,810,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22923979,2025-04-28 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180159,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 4㎟",m,560,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308518,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180158,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 2.5㎟",m,343,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308541,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20181510,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 150㎟",m,20858,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308540,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20181509,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 120㎟",m,17120,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308539,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040625,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 95㎟",m,13551,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308538,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040624,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 70㎟",m,9760,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308537,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040623,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 50㎟",m,6942,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308536,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040622,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 35㎟",m,4679,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308535,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040621,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 25㎟",m,3553,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308534,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040620,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 16㎟",m,2230,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308533,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040619,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 10㎟",m,1380,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308532,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040618,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 6㎟",m,822,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308531,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040617,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 4㎟",m,568,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308530,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040616,공사원가기준과,042-724-7397,이상철,전기용경동연선,"HS, 2.5㎟",m,343,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308529,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180171,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 150㎟",m,20858,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308528,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180170,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 120㎟",m,17120,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308527,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180169,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 95㎟",m,13551,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308526,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180166,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 70㎟",m,9760,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308525,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180165,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 50㎟",m,6942,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308524,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180164,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 35㎟",m,4679,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308523,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180163,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 25㎟",m,3553,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308522,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180162,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 16㎟",m,2230,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308521,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180161,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 10㎟",m,1380,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308520,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180160,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 6㎟",m,822,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24308519,2025-10-23 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180159,공사원가기준과,042-724-7397,이상철,전기용연동연선,"AS, 4㎟",m,568,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847081,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180158,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 2.5㎟",m,429,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847104,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20181510,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 150㎟",m,26066,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847103,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20181509,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 120㎟",m,21395,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847102,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040625,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 95㎟",m,16934,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847101,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040624,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 70㎟",m,12197,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847100,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040623,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 50㎟",m,8675,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847099,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040622,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 35㎟",m,5847,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847098,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040621,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 25㎟",m,4440,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847097,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040620,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 16㎟",m,2787,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847096,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040619,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 10㎟",m,1725,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847095,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040618,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 6㎟",m,1027,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847094,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040617,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 4㎟",m,710,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847093,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,10040616,공사원가기준과,042-724-7397,안주호,전기용경동연선,"HS, 2.5㎟",m,429,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847092,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180171,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 150㎟",m,26066,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847091,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180170,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 120㎟",m,21395,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847090,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180169,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 95㎟",m,16934,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847089,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180166,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 70㎟",m,12197,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847088,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180165,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 50㎟",m,8675,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847087,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180164,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 35㎟",m,5847,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847086,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180163,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 25㎟",m,4440,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847085,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180162,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 16㎟",m,2787,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847084,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180161,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 10㎟",m,1725,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847083,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180160,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 6㎟",m,1027,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847082,2026-04-20 00:00:00,포110004,"시설공통자재(전기,정보통신)",26121522,20180159,공사원가기준과,042-724-7397,안주호,전기용연동연선,"AS, 4㎟",m,710,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R24CW21377708,2024-10-16 17:16:34,포110004,"시설공통자재(전기,정보통신)",26121524,20683680,공사원가기준과,042-724-7397,이상철,내열비닐절연전선,"300/500V 기기배선용단심비닐절연전선, 2종비닐절연전선, 1.78mm",m,356,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21377871,2024-10-16 17:16:34,포110004,"시설공통자재(전기,정보통신)",26121524,10040565,공사원가기준과,042-724-7180,강전승,옥외용비닐절연전선,"옥외용비닐절연전선, 22㎟",m,3439,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21377868,2024-10-16 17:16:34,포110004,"시설공통자재(전기,정보통신)",26121524,10040562,공사원가기준과,042-724-7180,강전승,옥외용비닐절연전선,"옥외용비닐절연전선, 5.5㎟",m,957,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21377707,2024-10-16 17:16:34,포110004,"시설공통자재(전기,정보통신)",26121524,20683679,공사원가기준과,042-724-7397,이상철,내열비닐절연전선,"300/500V 기기배선용단심비닐절연전선, 2종비닐절연전선, 1.38mm",m,224,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21377733,2024-10-16 17:16:34,포110004,"시설공통자재(전기,정보통신)",26121524,20683700,공사원가기준과,042-724-7397,이상철,난연성 비닐절연 접지용전선,"난연접지용비닐절연전선, F-GV, 25㎟",m,3847,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
