prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R24CW21382132,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969795,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 15kW, 4P",대,1531000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382142,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969805,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 150kW, 4P",대,18837000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382136,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969799,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 37kW, 4P",대,4060000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382141,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969804,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 112kW, 4P",대,13981000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382140,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969803,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 93kW, 4P",대,11419000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382131,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969794,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 11kW, 4P",대,1144000,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382128,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969791,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 3.7kW, 4P",대,461300,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382130,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969793,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 7.5kW, 4P",대,851100,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382129,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969792,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 5.6kW, 4P",대,704400,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382126,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969789,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 1.5kW, 4P",대,312200,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382123,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969786,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 187W, 4P",대,130500,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382127,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969790,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 2.2kW, 4P",대,393300,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R24CW21382125,2024-10-17 09:32:02,포110003,시설공통자재(기계설비),26101115,20969788,건축설비과,070-4056-7518,윤동섭,삼상농형유도전동기,"삼상농형유도전동기, 저압3상, 고효율, 750W, 4P",대,281800,,,002,,,,,,부가가치세별도,기타가격,납품장소도,기타조건,,,,,,,
R25CW22915296,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969786,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1/4HP",대,130200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915317,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969807,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 300HP",대,26400000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915316,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969806,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 250HP",대,21292000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915315,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969805,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 200HP",대,18796000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915314,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969804,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 150HP",대,13950000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915313,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969803,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 125HP",대,11394000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915312,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969802,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 100HP",대,10570000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915311,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969801,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 75HP",대,7590000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915310,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969800,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 60HP",대,5804000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915309,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969799,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 50HP",대,4051000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915308,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969798,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 40HP",대,3554000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915307,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969797,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 30HP",대,2389000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915306,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969796,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 25HP",대,2083000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915305,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969795,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 20HP",대,1528000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915304,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969794,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 15HP",대,1141000,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915303,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969793,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 10HP",대,849200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915302,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969792,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 7.5HP",대,702900,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915301,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969791,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 5HP",대,460300,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915300,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969790,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 3HP",대,392400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915299,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969789,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 2HP",대,311500,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915298,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969788,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1HP",대,281200,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW22915297,2025-04-27 00:00:00,포110003,시설공통자재(기계설비),26101115,20969787,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1/2HP",대,228400,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312482,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969787,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1/2HP",대,315804,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312502,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969807,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 300HP",대,36522136,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312501,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969806,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 250HP",대,28632481,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312500,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969805,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 200HP",대,25274953,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312499,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969804,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 150HP",대,18758298,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312498,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969803,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 125HP",대,15323099,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312497,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969802,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 100HP",대,14213673,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312496,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969801,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 75HP",대,10205798,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312495,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969800,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 60HP",대,7803195,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312494,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969799,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 50HP",대,5448832,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312493,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969798,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 40HP",대,4916523,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312492,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969797,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 30HP",대,3305888,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312491,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969796,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 25HP",대,2881163,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312490,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969795,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 20HP",대,2113149,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312489,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969794,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 15HP",대,1578397,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312488,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969793,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 10HP",대,1148477,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312487,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969792,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 7.5HP",대,971871,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312486,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969791,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 5HP",대,636417,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312485,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969790,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 3HP",대,542184,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312484,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969789,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 2HP",대,430636,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R25CW24312483,2025-10-23 00:00:00,포110003,시설공통자재(기계설비),26101115,20969788,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1HP",대,388109,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847139,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969787,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 1/2HP",대,324110,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847158,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969806,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 250HP",대,29385520,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847157,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969805,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 200HP",대,25939680,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847156,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969804,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 150HP",대,19251640,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847155,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969803,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 125HP",대,15726100,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847154,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969802,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 100HP",대,14587490,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847153,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969801,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 75HP",대,10474210,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847152,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969800,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 60HP",대,8008420,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847151,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969799,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 50HP",대,5592140,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847150,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969798,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 40HP",대,5045830,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847149,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969797,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 30HP",대,3392830,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847148,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969796,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 25HP",대,2956940,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847147,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969795,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 20HP",대,2168720,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847146,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969794,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 15HP",대,1619910,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847145,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969793,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 10HP",대,1178680,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
R26CW25847144,2026-04-20 00:00:00,포110003,시설공통자재(기계설비),26101115,20969792,건축설비과,042-724-7392,권영수,삼상농형유도전동기,"저압3상, 고효율, 4P, 7.5HP",대,997430,,,,,0,0,0,,부가가치세별도,기타가격,납품장소도,,,,,,,,
